Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Code & Dogs,2018-06-26 15:52:22,00:19:19,,The Big Bang Theory: Staffel 10: Die Notausstiegs-Hypothese (Folge 18),,Internet Explorer (Cadmium),00:19:19,Not latest view,DE (Germany)
Code & Dogs,2018-06-26 15:31:21,00:20:49,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Comic-Con-Konfusion (Folge 17),,Internet Explorer (Cadmium),00:18:58,Not latest view,DE (Germany)
Code & Dogs,2018-06-26 15:29:17,00:01:58,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Zonen der Privatsphäre (Folge 16),,Internet Explorer (Cadmium),00:06:18,Not latest view,DE (Germany)
Code & Dogs,2018-06-25 08:28:41,00:17:05,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Zonen der Privatsphäre (Folge 16),,Internet Explorer (Cadmium),00:17:05,Not latest view,DE (Germany)
Code & Dogs,2018-06-25 07:45:46,00:19:18,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Charlie-Brown-Gleichung (Folge 15),,Internet Explorer (Cadmium),00:19:49,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 22:54:14,00:13:09,Autoplayed: user action: None; ,The Big Bang Theory: Staffel 10: Die Charlie-Brown-Gleichung (Folge 15),,Internet Explorer (Cadmium),00:13:09,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 22:34:53,00:19:15,Autoplayed: user action: None; ,The Big Bang Theory: Staffel 10: Der Emotionen-Detektor (Folge 14),,Internet Explorer (Cadmium),00:19:15,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 22:16:24,00:18:22,,The Big Bang Theory: Staffel 10: Die Neuvermessung der Liebe (Folge 13),,Internet Explorer (Cadmium),00:18:22,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 21:55:51,00:20:27,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Feiertags-Zusammenfassung (Folge 12),,Internet Explorer (Cadmium),00:20:27,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 19:51:05,00:00:02,,The Big Bang Theory: Staffel 10: Die Feiertags-Zusammenfassung (Folge 12),,Internet Explorer (Cadmium),00:00:02,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 19:31:45,00:19:06,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Immer zum Geburtstag (Folge 11),,Internet Explorer (Cadmium),00:19:54,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 19:11:46,00:19:43,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Eigentums-Verteilungs-Problematik (Folge 10),,Internet Explorer (Cadmium),00:19:44,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 18:51:38,00:18:45,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Das Freund-Feind-Dilemma (Folge 9),,Internet Explorer (Cadmium),00:18:45,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 18:44:06,00:05:30,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Der Verführungskünstler (Folge 8),,Internet Explorer (Cadmium),00:18:15,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 14:11:05,00:13:24,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Der Verführungskünstler (Folge 8),,Internet Explorer (Cadmium),00:12:45,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 12:52:59,00:20:15,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Die Verzögerungstaktik (Folge 7),,Internet Explorer (Cadmium),00:20:15,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 12:35:46,00:17:08,,The Big Bang Theory: Staffel 10: Kick it like Baby (Folge 6),,Internet Explorer (Cadmium),00:18:04,Not latest view,DE (Germany)
Code & Dogs,2018-06-24 12:31:59,00:00:02,Autoplayed: user action: User_Interaction; ,Er ist wieder da,,Internet Explorer (Cadmium),00:00:02,00:00:02,DE (Germany)
Code & Dogs,2018-06-24 11:41:52,00:49:19,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 35 (Folge 9),,Internet Explorer (Cadmium),00:05:12,00:05:12,DE (Germany)
Code & Dogs,2018-06-24 10:46:55,00:39:56,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 34 (Folge 8),,Internet Explorer (Cadmium),00:41:32,00:41:32,DE (Germany)
Code & Dogs,2018-06-23 08:39:16,00:41:58,Autoplayed: user action: None; ,Haus des Geldes: Teil 1: Folge 9 (Folge 9),,Internet Explorer (Cadmium),00:42:02,00:42:02,DE (Germany)
Code & Dogs,2018-06-23 07:50:26,00:43:09,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 8 (Folge 8),,Internet Explorer (Cadmium),00:43:09,00:43:09,DE (Germany)
Code & Dogs,2018-06-22 20:48:00,00:47:16,Autoplayed: user action: None; ,Haus des Geldes: Teil 1: Folge 7 (Folge 7),,Internet Explorer (Cadmium),00:47:20,00:47:20,DE (Germany)
Code & Dogs,2018-06-22 19:55:08,00:43:01,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 6 (Folge 6),,Internet Explorer (Cadmium),00:42:58,00:42:58,DE (Germany)
Code & Dogs,2018-06-11 20:25:05,00:01:16,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 6 (Folge 6),,Internet Explorer (Cadmium),00:01:20,Not latest view,DE (Germany)
Code & Dogs,2018-06-11 19:40:58,00:41:12,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 5 (Folge 5),,Internet Explorer (Cadmium),00:42:06,00:42:06,DE (Germany)
Code & Dogs,2018-06-09 21:39:07,00:00:02,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 5 (Folge 5),,Internet Explorer (Cadmium),00:00:06,Not latest view,DE (Germany)
Code & Dogs,2018-06-09 20:26:13,00:50:00,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 4 (Folge 4),,Internet Explorer (Cadmium),00:50:44,00:50:44,DE (Germany)
Code & Dogs,2018-06-09 19:33:49,00:50:05,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 3 (Folge 3),,Internet Explorer (Cadmium),00:49:58,00:49:58,DE (Germany)
Code & Dogs,2018-06-05 20:29:07,00:08:37,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 3 (Folge 3),,Internet Explorer (Cadmium),00:08:41,Not latest view,DE (Germany)
Code & Dogs,2018-06-05 19:48:18,00:40:41,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 2 (Folge 2),,Internet Explorer (Cadmium),00:40:37,Not latest view,DE (Germany)
Code & Dogs,2018-06-04 20:01:47,00:00:09,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 2 (Folge 2),,Internet Explorer (Cadmium),00:01:25,Not latest view,DE (Germany)
Code & Dogs,2018-06-04 19:12:58,00:47:38,Autoplayed: user action: User_Interaction; ,Haus des Geldes: Teil 1: Folge 1 (Folge 1),,Internet Explorer (Cadmium),00:46:52,Not latest view,DE (Germany)
Code & Dogs,2018-05-31 20:01:13,00:31:53,Autoplayed: user action: User_Interaction; ,Wermut: Kapitel 1-6: Kapitel 1: Selbstmord enttarnt (Folge 1),,Internet Explorer (Cadmium),00:31:50,00:31:50,DE (Germany)
Code & Dogs,2018-05-31 15:33:35,01:47:27,Autoplayed: user action: User_Interaction; ,Departed – Unter Feinden,,Internet Explorer (Cadmium),02:24:57,02:24:57,DE (Germany)
Code & Dogs,2018-05-31 15:16:31,00:14:22,Autoplayed: user action: User_Interaction; ,Departed – Unter Feinden,,Internet Explorer (Cadmium),00:37:32,Not latest view,DE (Germany)
Code & Dogs,2018-05-31 14:29:15,00:25:05,Autoplayed: user action: User_Interaction; ,Departed – Unter Feinden,,Internet Explorer (Cadmium),00:25:05,Not latest view,DE (Germany)
Code & Dogs,2018-05-29 19:20:44,00:00:02,Autoplayed: user action: User_Interaction; ,Departed – Unter Feinden,,Internet Explorer (Cadmium),00:00:02,Not latest view,DE (Germany)
Code & Dogs,2018-05-20 19:37:11,02:04:17,,Der Ghostwriter,,Internet Explorer (Cadmium),02:04:11,02:04:11,DE (Germany)
Code & Dogs,2018-05-19 19:29:27,00:01:12,Autoplayed: user action: User_Interaction; ,Beyond Stranger Things: Beyond 2: Geflasht (Folge 1),,Internet Explorer (Cadmium),00:01:12,00:01:12,DE (Germany)
Code & Dogs,2018-05-19 18:30:16,00:59:04,Autoplayed: user action: None; ,Stranger Things: Stranger Things 2: Kapitel neun: Das Tor (Folge 9),,Internet Explorer (Cadmium),00:59:08,00:59:08,DE (Germany)
Code & Dogs,2018-05-19 18:04:45,00:25:21,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel acht: Der Gedankenschinder (Folge 8),,Internet Explorer (Cadmium),00:44:49,00:44:49,DE (Germany)
Code & Dogs,2018-05-14 13:47:30,00:43:57,,Stranger Things: Stranger Things 2: Kapitel acht: Der Gedankenschinder (Folge 8),,Edge (Cadmium),00:44:44,Not latest view,DE (Germany)
Code & Dogs,2018-05-14 13:47:30,00:43:24,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel acht: Der Gedankenschinder (Folge 8),,Edge (Cadmium),00:44:11,Not latest view,DE (Germany)
Code & Dogs,2018-05-14 13:00:57,00:41:46,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel sieben: Die verlorene Schwester (Folge 7),,Edge (Cadmium),00:42:27,00:42:27,DE (Germany)
Code & Dogs,2018-05-14 06:54:43,00:48:17,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel sechs: Der Spion (Folge 6),,Edge (Cadmium),00:48:51,00:48:51,DE (Germany)
Code & Dogs,2018-05-09 22:09:58,00:00:17,,Stranger Things: Stranger Things 2: Kapitel sechs: Der Spion (Folge 6),,Internet Explorer (Cadmium),00:00:21,Not latest view,DE (Germany)
Code & Dogs,2018-05-09 21:14:35,00:55:02,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel fünf: Dig Dug (Folge 5),,Internet Explorer (Cadmium),00:55:06,00:55:06,DE (Germany)
Code & Dogs,2018-05-09 20:12:03,00:43:20,Autoplayed: user action: User_Interaction; ,"Stranger Things: Stranger Things 2: Kapitel vier: Will, der Weise (Folge 4)",,Internet Explorer (Cadmium),00:43:20,00:43:20,DE (Germany)
Code & Dogs,2018-05-02 20:40:53,00:47:16,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel drei: Die Kaulquappe (Folge 3),,Internet Explorer (Cadmium),00:47:59,00:47:59,DE (Germany)
Code & Dogs,2018-05-02 19:45:59,00:52:50,Autoplayed: user action: User_Interaction; ,"Stranger Things: Stranger Things 2: Kapitel zwei: Süßes oder Saures, Freak (Folge 2)",,Internet Explorer (Cadmium),00:52:54,00:52:54,DE (Germany)
Code & Dogs,2018-05-02 19:42:00,00:00:09,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel eins: MAD MAX (Folge 1),,Internet Explorer (Cadmium),00:45:20,00:45:20,DE (Germany)
Code & Dogs,2018-05-02 19:41:48,00:00:05,Autoplayed: user action: User_Interaction; ,"Stranger Things: Stranger Things 2: Kapitel zwei: Süßes oder Saures, Freak (Folge 2)",,Internet Explorer (Cadmium),00:00:05,Not latest view,DE (Germany)
Code & Dogs,2018-04-09 14:37:24,00:48:51,,House of Cards: Staffel 3: Kapitel 33 (Folge 7),,Internet Explorer (Cadmium),00:50:35,00:50:35,DE (Germany)
Code & Dogs,2018-04-09 14:21:49,00:15:25,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 32 (Folge 6),,Internet Explorer (Cadmium),00:51:36,00:51:36,DE (Germany)
Code & Dogs,2018-04-09 14:21:34,00:00:09,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 33 (Folge 7),,Internet Explorer (Cadmium),00:12:26,Not latest view,DE (Germany)
Code & Dogs,2018-04-07 11:29:27,00:10:34,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 33 (Folge 7),,Internet Explorer (Cadmium),00:12:18,Not latest view,DE (Germany)
Code & Dogs,2018-04-07 10:35:47,00:49:51,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 32 (Folge 6),,Internet Explorer (Cadmium),00:51:35,Not latest view,DE (Germany)
Code & Dogs,2018-04-06 19:34:50,00:44:38,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel eins: MAD MAX (Folge 1),,Internet Explorer (Cadmium),00:45:14,Not latest view,DE (Germany)
Code & Dogs,2018-04-02 15:54:24,00:00:11,Autoplayed: user action: User_Interaction; ,Stranger Things: Stranger Things 2: Kapitel eins: MAD MAX (Folge 1),,Internet Explorer (Cadmium),00:00:15,Not latest view,DE (Germany)
Code & Dogs,2018-04-02 15:02:27,00:51:50,,Stranger Things: Staffel 1: Kapitel acht: Die andere Seite (Folge 8),,Internet Explorer (Cadmium),00:52:48,00:52:48,DE (Germany)
Code & Dogs,2018-04-02 14:23:04,00:39:17,,Stranger Things: Staffel 1: Kapitel sieben: Die Badewanne (Folge 7),,Internet Explorer (Cadmium),00:39:59,00:39:59,DE (Germany)
Code & Dogs,2018-04-02 14:22:11,00:00:40,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel sechs: Das Monster (Folge 6),,Internet Explorer (Cadmium),00:29:30,00:29:30,DE (Germany)
Code & Dogs,2018-04-02 13:04:45,00:44:28,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel sechs: Das Monster (Folge 6),,Internet Explorer (Cadmium),00:44:32,Not latest view,DE (Germany)
Code & Dogs,2018-04-02 12:14:25,00:50:12,,Stranger Things: Staffel 1: Kapitel fünf: Der Floh und der Akrobat (Folge 5),,Internet Explorer (Cadmium),00:50:57,00:50:57,DE (Germany)
Code & Dogs,2018-04-02 11:08:31,00:47:40,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel vier: Die Leiche (Folge 4),,Internet Explorer (Cadmium),00:48:23,00:48:23,DE (Germany)
Code & Dogs,2018-04-02 10:18:32,00:49:45,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel drei: Grausame Nacht (Folge 3),,Internet Explorer (Cadmium),00:49:45,00:49:45,DE (Germany)
Code & Dogs,2018-04-01 18:52:16,00:51:56,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel zwei: Die Verrückte auf der Maple Street (Folge 2),,Internet Explorer (Cadmium),00:52:43,00:52:43,DE (Germany)
Code & Dogs,2018-04-01 18:04:44,00:47:00,Autoplayed: user action: User_Interaction; ,Stranger Things: Staffel 1: Kapitel eins: Das Verschwinden des Will Byers (Folge 1),,Internet Explorer (Cadmium),00:46:23,00:46:23,DE (Germany)
Code & Dogs,2018-03-31 20:09:35,00:48:06,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Zurück nach Cali (Folge 10),,Internet Explorer (Cadmium),00:49:38,00:49:38,DE (Germany)
Code & Dogs,2018-03-31 13:49:23,00:44:24,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Todos Los Hombres del Presidente (Folge 9),,Internet Explorer (Cadmium),00:46:02,00:46:02,DE (Germany)
Code & Dogs,2018-03-31 13:00:16,00:49:01,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: CONVIVIR (Folge 8),,Internet Explorer (Cadmium),00:50:19,00:50:19,DE (Germany)
Code & Dogs,2018-03-30 20:29:47,00:47:35,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Sin Salida (Folge 7),,Internet Explorer (Cadmium),00:49:02,00:49:02,DE (Germany)
Code & Dogs,2018-03-30 19:19:21,00:54:23,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Die besten Pläne (Folge 6),,Internet Explorer (Cadmium),00:56:11,00:56:11,DE (Germany)
Code & Dogs,2018-03-30 19:10:15,00:00:26,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Die besten Pläne (Folge 6),,Internet Explorer (Cadmium),00:00:34,Not latest view,DE (Germany)
Code & Dogs,2018-03-30 18:07:50,00:58:03,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: MRO (Folge 5),,Internet Explorer (Cadmium),00:59:23,00:59:23,DE (Germany)
Code & Dogs,2018-03-29 19:12:13,00:49:36,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Schachmatt (Folge 4),,Internet Explorer (Cadmium),00:51:14,00:51:14,AT (Austria)
Code & Dogs,2018-03-29 17:50:57,00:56:30,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Geld hinterlässt immer eine Spur (Folge 3),,Internet Explorer (Cadmium),00:58:04,00:58:04,AT (Austria)
Code & Dogs,2018-03-29 16:55:01,00:46:42,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Der Cali-KGB (Folge 2),,Internet Explorer (Cadmium),00:48:15,00:48:15,AT (Austria)
Code & Dogs,2018-03-28 12:26:56,00:15:57,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 31 (Folge 5),,Internet Explorer (Cadmium),00:49:38,00:49:38,DE (Germany)
Code & Dogs,2018-03-28 12:26:40,00:00:08,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 32 (Folge 6),,Internet Explorer (Cadmium),00:01:48,Not latest view,DE (Germany)
Code & Dogs,2018-03-28 11:45:54,00:40:38,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 31 (Folge 5),,Internet Explorer (Cadmium),00:49:43,Not latest view,DE (Germany)
Code & Dogs,2018-03-27 10:52:44,00:29:13,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 31 (Folge 5),,Internet Explorer (Cadmium),00:30:21,Not latest view,DE (Germany)
Code & Dogs,2018-03-27 07:42:18,00:44:04,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 30 (Folge 4),,Internet Explorer (Cadmium),00:44:33,00:44:33,DE (Germany)
Code & Dogs,2018-03-26 17:10:22,00:49:00,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 29 (Folge 3),,Internet Explorer (Cadmium),00:50:19,00:50:19,DE (Germany)
Code & Dogs,2018-03-26 11:27:06,00:20:52,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 28 (Folge 2),,Internet Explorer (Cadmium),00:52:09,00:52:09,DE (Germany)
Code & Dogs,2018-03-26 11:26:33,00:00:10,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 29 (Folge 3),,Internet Explorer (Cadmium),00:00:14,Not latest view,DE (Germany)
Code & Dogs,2018-03-26 10:34:52,00:51:31,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 28 (Folge 2),,Internet Explorer (Cadmium),00:52:16,Not latest view,DE (Germany)
Code & Dogs,2018-03-24 19:50:30,01:55:13,Autoplayed: user action: User_Interaction; ,Guardians of the Galaxy,,Internet Explorer (Cadmium),01:55:10,01:55:10,DE (Germany)
Code & Dogs,2018-03-24 13:28:07,00:51:33,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 27 (Folge 1),,Internet Explorer (Cadmium),00:56:22,Not latest view,DE (Germany)
Code & Dogs,2018-03-24 12:15:40,00:03:23,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 27 (Folge 1),,Internet Explorer (Cadmium),00:03:23,Not latest view,DE (Germany)
Code & Dogs,2018-03-24 11:35:12,00:34:09,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 42 (Folge 3),,Internet Explorer (Cadmium),00:34:44,00:34:44,DE (Germany)
Code & Dogs,2018-03-24 11:27:37,00:07:25,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 41 (Folge 2),,Internet Explorer (Cadmium),00:39:25,00:39:25,DE (Germany)
Code & Dogs,2018-03-24 11:27:22,00:00:08,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 42 (Folge 3),,Internet Explorer (Cadmium),00:02:44,Not latest view,DE (Germany)
Code & Dogs,2018-03-23 22:20:02,00:02:35,Autoplayed: user action: None; ,House of Cards: Staffel 4: Kapitel 42 (Folge 3),,Internet Explorer (Cadmium),00:02:39,Not latest view,DE (Germany)
Code & Dogs,2018-03-23 21:36:58,00:37:43,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 41 (Folge 2),,Internet Explorer (Cadmium),00:39:28,Not latest view,DE (Germany)
Code & Dogs,2018-03-23 21:12:44,00:23:16,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 40 (Folge 1),,Internet Explorer (Cadmium),00:46:26,00:46:26,DE (Germany)
Code & Dogs,2018-03-23 21:11:42,00:00:49,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 3: Kapitel 38 (Folge 12),,Internet Explorer (Cadmium),00:03:01,00:03:01,DE (Germany)
Code & Dogs,2018-03-23 20:46:10,00:23:10,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 4: Kapitel 40 (Folge 1),,Internet Explorer (Cadmium),00:23:10,Not latest view,DE (Germany)
Code & Dogs,2018-03-23 20:44:38,00:01:22,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 1: Kapitel 4 (Folge 4),,Internet Explorer (Cadmium),00:01:22,00:01:22,DE (Germany)
Code & Dogs,2018-03-23 20:44:26,00:00:03,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 1: Kapitel 3 (Folge 3),,Internet Explorer (Cadmium),00:00:03,00:00:03,DE (Germany)
Code & Dogs,2018-03-23 20:44:08,00:00:10,Autoplayed: user action: User_Interaction; ,House of Cards: Staffel 1: Kapitel 1 (Folge 1),,Internet Explorer (Cadmium),00:00:10,00:00:10,DE (Germany)
Code & Dogs,2018-03-21 21:02:00,00:00:02,Autoplayed: user action: User_Interaction; ,Narcos: Staffel 3: Der Cali-KGB (Folge 2),,Internet Explorer (Cadmium),00:00:18,Not latest view,DE (Germany)
Code & Dogs,2018-03-21 20:07:08,00:53:32,,Narcos: Staffel 3: Die Strategie der Anführer (Folge 1),,Internet Explorer (Cadmium),00:53:32,00:53:32,DE (Germany)
Code & Dogs,2018-03-21 15:29:20,00:00:59,Autoplayed: user action: User_Interaction; ,The Big Bang Theory: Staffel 10: Kick it like Baby (Folge 6),,Internet Explorer (Cadmium),00:00:59,Not latest view,DE (Germany)
Code & Dogs,2018-03-21 15:04:36,00:19:29,,The Big Bang Theory: Staffel 10: Die Whirlpool-Kontamination (Folge 5),,Internet Explorer (Cadmium),00:19:29,Not latest view,DE (Germany)
Code & Dogs,2018-03-21 15:03:28,00:00:04,,Californication: Staffel 2: Wiedersehen mit Trixie (Folge 3),,Internet Explorer (Cadmium),00:00:04,00:00:04,DE (Germany)
Code & Dogs,2018-03-21 15:01:42,00:00:02,,Marvel's Jessica Jones: Staffel 1: Ladies' Night (Folge 1),,Internet Explorer (Cadmium),00:00:02,Not latest view,DE (Germany)
Code & Dogs,2018-03-20 16:39:28,00:51:26,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Freizeitpark (Folge 13),,Internet Explorer (Cadmium),00:51:30,00:51:30,DE (Germany)
Code & Dogs,2018-03-20 15:55:32,00:43:49,Autoplayed: user action: None; ,Marvel's Jessica Jones: Staffel 2: Betet für meine Patsy (Folge 12),,Internet Explorer (Cadmium),00:45:17,00:45:17,DE (Germany)
Code & Dogs,2018-03-20 15:00:28,00:46:55,,Marvel's Jessica Jones: Staffel 2: Drei Leichen sind erst der Anfang (Folge 11),,Internet Explorer (Cadmium),00:47:24,00:47:24,DE (Germany)
Code & Dogs,2018-03-20 12:57:58,00:51:51,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Schweinekotelett (Folge 10),,Internet Explorer (Cadmium),00:53:19,00:53:19,DE (Germany)
Code & Dogs,2018-03-20 12:11:11,00:46:42,Autoplayed: user action: None; ,"Marvel's Jessica Jones: Staffel 2: Ein Hai in der Badewanne, ein Monster im Bett (Folge 9)",,Internet Explorer (Cadmium),00:48:10,00:48:10,DE (Germany)
Code & Dogs,2018-03-20 11:09:45,00:47:01,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Ain’t We Got Fun (Folge 8),,Internet Explorer (Cadmium),00:48:29,00:48:29,DE (Germany)
Code & Dogs,2018-03-20 10:14:10,00:50:29,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: I Want Your Cray Cray (Folge 7),,Internet Explorer (Cadmium),00:51:57,00:51:57,DE (Germany)
Code & Dogs,2018-03-20 08:53:03,01:20:55,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Konfrontation (Folge 6),,Internet Explorer (Cadmium),00:47:12,00:47:12,DE (Germany)
Code & Dogs,2018-03-20 08:02:50,00:49:15,,Marvel's Jessica Jones: Staffel 2: Der Oktopus (Folge 5),,Internet Explorer (Cadmium),00:50:34,00:50:34,DE (Germany)
Code & Dogs,2018-03-19 18:39:40,00:46:40,Autoplayed: user action: None; ,Marvel's Jessica Jones: Staffel 2: Gnade Gott dem Penner (Folge 4),,Internet Explorer (Cadmium),00:48:08,00:48:08,DE (Germany)
Code & Dogs,2018-03-19 17:46:36,00:51:06,,Marvel's Jessica Jones: Staffel 2: Überlebt (Folge 3),,Internet Explorer (Cadmium),00:52:35,00:52:35,DE (Germany)
Code & Dogs,2018-03-19 16:47:03,00:00:04,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Überlebt (Folge 3),,Internet Explorer (Cadmium),00:01:32,Not latest view,DE (Germany)
Code & Dogs,2018-03-19 15:50:11,00:52:57,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Ein Unfall (Folge 2),,Internet Explorer (Cadmium),00:54:21,00:54:21,DE (Germany)
Code & Dogs,2018-03-19 15:30:33,00:19:26,,Marvel's Jessica Jones: Staffel 2: Fangen Sie ganz am Anfang an (Folge 1),,Internet Explorer (Cadmium),00:51:56,00:51:56,DE (Germany)
Code & Dogs,2018-03-19 15:30:15,00:00:11,,Marvel's Jessica Jones: Staffel 2: Überlebt (Folge 3),,Internet Explorer (Cadmium),00:17:49,Not latest view,DE (Germany)
Code & Dogs,2018-03-19 14:43:40,00:16:12,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Überlebt (Folge 3),,Internet Explorer (Cadmium),00:17:40,Not latest view,DE (Germany)
Code & Dogs,2018-03-19 13:50:36,00:52:57,Autoplayed: user action: None; ,Marvel's Jessica Jones: Staffel 2: Ein Unfall (Folge 2),,Internet Explorer (Cadmium),00:54:21,Not latest view,DE (Germany)
Code & Dogs,2018-03-19 12:11:51,01:27:32,Autoplayed: user action: User_Interaction; ,Marvel's Jessica Jones: Staffel 2: Fangen Sie ganz am Anfang an (Folge 1),,Internet Explorer (Cadmium),00:51:55,Not latest view,DE (Germany)
Code & Dogs,2018-03-19 11:36:38,00:29:47,,Marvel's Jessica Jones: Staffel 1: Lächeln (Folge 13),,Internet Explorer (Cadmium),00:50:47,00:50:47,DE (Germany)
